DATE_TIME,CO2_m,CO2_dry_m,CH4_m,CH4_dry_m,H2O_m,CO2_sd,CO2_dry_sd,CH4_sd,CH4_dry_sd,H2O_sd
2021-04-01 00:00:00,411.6498525270972,422.808421450708,1.8704275084645852,1.9113688299519436,1.6637033655106932,1.1226944277281234,1.1866496209143746,0.018232293061239666,0.01864818632630688,0.008696229559384774
2021-04-01 01:00:00,413.34158006069435,424.5681988761939,1.8870604525184713,1.9285995454540272,1.6682335849929149,2.058525387354443,2.150924372499702,0.028661997501067692,0.029495401080522603,0.009595926953791675
2021-04-01 02:00:00,409.7225367947084,420.7388714766115,1.8584432203811114,1.8988206922123605,1.6509930319862502,1.3408659290214129,1.3984661256547901,0.013591277722578255,0.014111913104465001,0.011138642734191464
2021-04-01 03:00:00,411.6404277638338,422.720919486167,1.890196358661944,1.9313475647340264,1.6514121428631925,1.5941571815153126,1.65364928938008,0.021482490833216475,0.022422790100850538,0.019606834096098834
2021-04-01 04:00:00,409.6330466090555,420.5176747613887,1.8711248733126384,1.911176969633334,1.6265560036402793,2.5654777155945605,2.6548882301595866,0.020071959825287557,0.020811622633466913,0.01665392320705952
2021-04-01 05:00:00,408.7325730190975,419.9093368614865,1.9065468141730577,1.9486901434202755,1.6752981572081946,1.542063006472249,1.570920574279295,0.030703972110197698,0.031310531761895286,0.009845282048546691
2021-04-01 06:00:00,409.1799326958056,420.6063092645975,1.8786010958619461,1.920924612724582,1.7093685103204166,1.5467598866903673,1.5357265525862007,0.005281233535495505,0.005998605565480252,0.02802591934224713
2021-04-01 07:00:00,405.69684293280574,417.67221910895825,1.8910703676775007,1.9361858644297232,1.80730731520736,1.442242221927386,1.480097652329957,0.01306630481529538,0.013213806735200517,0.0227092154625281
2021-04-01 08:00:00,402.35208495752715,413.4799594563753,1.86134361729222,1.9030167133030542,1.6958255237072204,1.0092518093565919,1.1799075136358699,0.01760532753440804,0.019051571285224323,0.05380328913222072
2021-04-01 09:00:00,403.3118591146811,413.9835975553387,1.8490828062802787,1.8885726079637435,1.6231000433912346,1.0403548110762935,0.9425771299507817,0.0029988116348456237,0.0026993711723659187,0.03615247604298675
2021-04-01 10:00:00,403.0846592509996,413.1207610358473,1.8755225696150015,1.913120410216529,1.5293436796297215,1.3039454889340143,1.1282081571922076,0.01802761451728567,0.01742987333837737,0.060300471025847305
2021-04-01 11:00:00,401.8936244922362,410.9021774132913,1.9314860231783326,1.9665153414226384,1.3783770362248597,1.494112083273501,1.5029428210261278,0.03501984859927384,0.036945201500333445,0.07738872144644088
2021-04-01 12:00:00,399.45473142229133,408.35966331366694,1.8888694971619466,1.9229081725279156,1.3728143804169446,1.2025209690551846,0.935692151069451,0.026213728742000435,0.026366510779070273,0.049663796625522574
2021-04-01 13:00:00,399.2854242501667,408.3221615697083,1.8886200881369462,1.9231349981870831,1.393381006549029,1.1756403433382232,1.1544791764741333,0.027541358175663333,0.0277228198487921,0.06365543744154878
2021-04-01 14:00:00,399.6770634420138,408.29938212933314,1.8980614284319457,1.9311968670530546,1.3301842002579158,1.201788416231019,0.8200891261525081,0.029590688184420455,0.030492637973427772,0.0706408828893503
2021-04-01 15:00:00,399.5672511446392,409.0816909401384,1.8447409192318032,1.880211225937779,1.4630996088418038,1.5317637415050442,1.5869939417381995,0.005537697305891685,0.0045812906051455665,0.06094792624190778
2021-04-01 16:00:00,399.52938700906964,410.8051499754581,1.8474259974200016,1.8895414048851373,1.7294732942051385,1.9305238486622924,2.6471602926671394,0.008792147956030916,0.012268877689908128,0.14241438853672753
2021-04-01 17:00:00,405.2368212696113,417.6894114154029,1.8576500244274998,1.9037578408337494,1.8793148459822222,1.3748528253914483,1.3437224119235407,0.0024859984296984,0.002854573077188698,0.01591574316729932
2021-04-01 18:00:00,406.67774082718034,418.8346143841524,1.8533562783923605,1.8980938824418043,1.8282234819145846,0.826161281567804,0.918869879019514,0.006974902853627055,0.007576903372847848,0.018194841950578553
2021-04-01 19:00:00,406.6631142371805,418.76957135037503,1.842888818068192,1.8871452644376385,1.8200800022669443,1.033129016008413,1.1072389046843696,0.0030986255748247354,0.0031788332746972643,0.013526804409077622
2021-04-01 20:00:00,407.6166070551803,420.0643794628886,1.8449988397505561,1.8905004680873623,1.867690953805834,1.293023265142019,1.3963689316920374,0.00384161418290809,0.004125299882007077,0.014183955755400287
2021-04-01 21:00:00,406.89964726031945,419.4108991943612,1.8386360462669438,1.8842320732279167,1.8786655452074998,1.3194333966333252,1.4202653933904081,0.00696958001793043,0.007399986289570914,0.015374691925982717
2021-04-01 22:00:00,406.70505279190235,419.21630509777765,1.8414426027633344,1.8871636515038868,1.8791508723154173,1.001602704377282,1.0674337586631553,0.005648506655804698,0.005799898811827925,0.012330888004136701
2021-04-01 23:00:00,405.9813545147917,418.39537540834726,1.8409981792651364,1.8864091574209711,1.868722562020832,0.9842965689907545,1.0502205830745663,0.007134154360784555,0.007248421153144622,0.014979316674861768
2021-04-02 00:00:00,405.1179039080413,417.3060393642353,1.8400128680151393,1.8847126434702788,1.840987033818889,1.1128324261262672,1.1690802787288124,0.005301578814477985,0.005791522664996294,0.016190620478355726
2021-04-02 01:00:00,404.8316423835276,416.96152832925,1.8363951829802763,1.8808446721730556,1.8342637205823618,1.2400508997507749,1.379075329832126,0.006766860389122804,0.007237774462781582,0.021133176980862495
2021-04-02 02:00:00,407.71516732363943,420.19904845044437,1.8404388512105578,1.8859697601529162,1.8730135763998605,1.3090805228204208,1.3936804203604605,0.005973336808759215,0.005962154953061986,0.010465310066203376
2021-04-02 03:00:00,409.948595487334,422.6823568547085,1.8467229261984728,1.8929522224131954,1.897224313899583,2.167433321117037,2.2882181978320815,0.017447427536888323,0.017958610287331294,0.010649752223614807
2021-04-02 04:00:00,408.26634853604185,420.8183909369722,1.8852563092502805,1.932063691435276,1.8804083119338884,1.9401503216861555,2.051638953121959,0.013733362724095909,0.013981448117381572,0.013120137788721325
2021-04-02 05:00:00,407.10396669766635,419.43475308869415,1.8549728957705562,1.9003764554106957,1.8520738010704163,1.5519591843480158,1.691312714296974,0.01797137536896999,0.01887122923103211,0.021076148676093507
2021-04-02 06:00:00,407.8727304519029,420.25220996337464,1.8666647447030562,1.9124173041256942,1.8570417043970804,1.208050831714846,1.2836162768422852,0.006914883902396358,0.0071170127282119255,0.009317944018270985
2021-04-02 07:00:00,404.5627739993609,417.0436690057783,1.8427868239943062,1.8886997158455554,1.8856769267922244,2.012993349565969,1.9977391026614164,0.00541213647105456,0.006155227327341175,0.04709364549554714
2021-04-02 08:00:00,400.88935860708347,413.38423015868096,1.84090461229014,1.887224050178748,1.904784003927363,1.269608416784615,1.3904474364390547,0.008185238362366336,0.009076164255267357,0.05248631892223599
2021-04-02 09:00:00,398.8376806376247,411.19340573940246,1.8377005330379155,1.8836383743508343,1.892775901992359,1.3799468765909824,1.330466466194537,0.002361017738638975,0.002024091003615792,0.04634574945193727
2021-04-02 10:00:00,397.29208701131915,409.1592042411946,1.8376478909393046,1.8819915897474977,1.827698854062496,1.5015582465907253,1.5180382926713742,0.0038043536899313233,0.004210784029621804,0.05271752379953202
2021-04-02 11:00:00,395.91762552241664,407.6074434398744,1.8349685741229167,1.8786969985722224,1.8065235868541656,1.654276904780642,1.4611737567456655,0.0032235067937803705,0.0021296495105671068,0.07021914994021197
2021-04-02 12:00:00,397.20276849480535,408.72489188437515,1.8440655402856925,1.8872532326526406,1.776451129205833,1.8304419170136503,1.565034188656726,0.0038979006384435152,0.003294969739268051,0.07037467369961829
2021-04-02 13:00:00,398.617394591,409.74477969283356,1.8505045587111082,1.892212004213472,1.7110410537437515,1.3643566657874415,1.0140684332961285,0.00554478908966753,0.0041963100200323,0.08812163462749387
2021-04-02 14:00:00,398.7991553956391,409.7396029618342,1.8511355966630563,1.892210797445142,1.6843516141004153,1.2276071502172319,1.1495953997886597,0.0024451725238582734,0.002001067233252157,0.05668289450700555
2021-04-02 15:00:00,398.1022082621665,409.0331322616669,1.8548562475859727,1.8960104443198584,1.6839718903990286,1.2361905522364687,1.0220604777535998,0.0029666579099203168,0.0028590215590177026,0.05968436520386201
2021-04-02 16:00:00,398.7335772555834,410.31784567672236,1.840288974332364,1.883475529032359,1.778100830307502,1.0817573711144237,1.1342998942899503,0.005910907323695017,0.006149974163465436,0.028357976049021044
2021-04-02 17:00:00,400.21045006440244,412.04785943897184,1.8326645126172219,1.8764116341838888,1.809545813865832,1.218781240766258,1.3204204682296643,0.0019350881540831442,0.0019382516977125282,0.011364283334940814
2021-04-02 18:00:00,402.46157545266624,414.6593186235969,1.8458763397797215,1.8911033259386112,1.8552067411852757,1.3528806826640372,1.4871680619502954,0.003346837099313133,0.0035720614697025157,0.018351845149927194
2021-04-02 19:00:00,405.10172676405546,417.6314305549862,1.8400315023126381,1.8859488752556965,1.8892288120461112,1.4943924781615772,1.579016960189422,0.006069757336897992,0.006273375071420588,0.011044472225456728
2021-04-02 20:00:00,406.5898621859442,418.9125571708472,1.8340899531402786,1.8789887440623583,1.8542525627545838,1.1424442389578033,1.2507004399222672,0.006242546516291353,0.006267828707099885,0.02434881276827818
2021-04-02 21:00:00,406.6759419233749,418.796810992833,1.830262085043749,1.874314064839028,1.8235608059856965,1.0234804891663472,1.079961187730849,0.0020424032157399597,0.0022580903242294136,0.00874127235094265
2021-04-02 22:00:00,407.0252238131803,419.25061752887416,1.8324841081761105,1.8769014402526383,1.8365036729997257,1.195751480501646,1.2555784308169715,0.001318174126388444,0.0014565276123102457,0.006427280245098304
2021-04-02 23:00:00,408.42239334159734,420.84741603050014,1.8614601042215282,1.907143618356111,1.8598800199729173,1.309648131573828,1.3664566881977582,0.02065046673119405,0.021357945734552464,0.010621316195426958
